Time,X_[ref],Y_[ref],Z_[ref],Q0_[ref],Qx_[ref],Qy_[ref],QZ_[ref],X_[tip],Y_[tip],Z_[tip],Q0_[tip],Qx_[tip],Qy_[tip],Qz_[tip]
141.78,-116.718,-46.5048,-85.8494,0.530423,0.489224,0.522757,0.453912,2.61242,-32.0382,-82.1959,0.761399,-0.350411,0.54542,0
141.805,-116.719,-46.5034,-85.8525,0.530428,0.489237,0.522751,0.453898,2.60201,-32.0299,-82.2036,0.761364,-0.350548,0.545381,0
141.83,-116.717,-46.5048,-85.8532,0.530423,0.489242,0.522743,0.45391,2.60792,-32.0091,-82.2031,0.761335,-0.350668,0.545344,0
141.855,-116.716,-46.5067,-85.8559,0.530401,0.489244,0.522736,0.453941,2.61811,-31.9904,-82.2158,0.761073,-0.351022,0.545483,0
141.88,-116.71,-46.507,-85.8582,0.530395,0.489242,0.522718,0.453972,2.60853,-31.9863,-82.249,0.760597,-0.351518,0.545828,0
141.905,-116.707,-46.5066,-85.8596,0.530392,0.489273,0.522687,0.453977,2.61,-31.9932,-82.2785,0.760462,-0.351639,0.545938,0
141.93,-116.713,-46.5057,-85.8591,0.530396,0.489293,0.522669,0.453971,2.59681,-32.0086,-82.3074,0.760228,-0.351804,0.546157,0
141.955,-116.72,-46.5075,-85.8596,0.530383,0.489334,0.522638,0.453979,2.59214,-32.0175,-82.3169,0.760077,-0.351936,0.546283,0
141.98,-116.726,-46.5103,-85.8591,0.530369,0.489347,0.52262,0.454003,2.60077,-32.013,-82.3247,0.759993,-0.352031,0.546338,0
142.005,-116.729,-46.5105,-85.8594,0.530343,0.489377,0.522599,0.454023,2.61276,-31.9888,-82.3492,0.75965,-0.352466,0.546534,0
142.03,-116.728,-46.5096,-85.8599,0.530333,0.489397,0.52258,0.454035,2.60546,-31.9765,-82.4206,0.758985,-0.353152,0.547015,0
142.055,-116.73,-46.5102,-85.8598,0.530345,0.489378,0.522584,0.454037,2.58736,-31.9691,-82.4499,0.758599,-0.353568,0.547281,0
142.08,-116.731,-46.5097,-85.8589,0.530359,0.489379,0.522571,0.454034,2.57861,-31.9642,-82.4642,0.75844,-0.353739,0.547392,0
142.105,-116.733,-46.5094,-85.8573,0.530371,0.489383,0.522562,0.454026,2.58894,-31.9625,-82.4732,0.758433,-0.353829,0.547343,0
142.13,-116.738,-46.511,-85.854,0.530379,0.489368,0.522568,0.454028,2.58329,-31.9524,-82.4695,0.758427,-0.353823,0.547356,0
142.155,-116.743,-46.5116,-85.854,0.530387,0.489311,0.522589,0.454054,2.57792,-31.9538,-82.4693,0.758448,-0.35384,0.547315,0
142.18,-116.743,-46.515,-85.8553,0.530381,0.489272,0.522593,0.454099,2.56823,-31.9581,-82.4647,0.758462,-0.353829,0.547303,0
142.205,-116.745,-46.5185,-85.8542,0.530358,0.489261,0.522594,0.454136,2.5629,-31.951,-82.4622,0.758488,-0.353821,0.547272,0
142.23,-116.746,-46.521,-85.8544,0.530322,0.489268,0.522581,0.454185,2.5673,-31.94,-82.4531,0.758508,-0.353824,0.547243,0
142.254,-116.746,-46.5228,-85.8541,0.530283,0.489282,0.522559,0.454241,2.57714,-31.9357,-82.4377,0.758528,-0.353791,0.547236,0
142.279,-116.742,-46.5243,-85.8537,0.530269,0.489284,0.522539,0.454278,2.57964,-31.9519,-82.4061,0.758859,-0.353315,0.547085,0
142.304,-116.739,-46.5231,-85.854,0.530252,0.489308,0.522514,0.454302,2.59239,-31.9926,-82.3384,0.759659,-0.352407,0.546561,0
142.329,-116.741,-46.5236,-85.8546,0.53023,0.48935,0.522488,0.454312,2.59918,-32.0252,-82.2829,0.760494,-0.351323,0.546096,0
142.354,-116.745,-46.5223,-85.8548,0.530219,0.489367,0.522478,0.454317,2.60539,-32.0447,-82.261,0.760875,-0.350851,0.54587,0
142.379,-116.744,-46.518,-85.8572,0.530224,0.489366,0.522471,0.45432,2.61913,-32.0421,-82.2419,0.761085,-0.350488,0.545809,0
142.404,-116.74,-46.5178,-85.8577,0.530208,0.489386,0.522459,0.45433,2.62014,-32.0423,-82.2166,0.761173,-0.350365,0.545765,0
142.429,-116.735,-46.5149,-85.858,0.53018,0.489435,0.522421,0.454356,2.60303,-32.0399,-82.192,0.761343,-0.35012,0.545685,0
142.454,-116.734,-46.5142,-85.8625,0.530148,0.489474,0.522381,0.454397,2.40231,-32.171,-81.9815,0.760688,-0.349845,0.546774,0
142.479,-116.731,-46.5106,-85.8664,0.530125,0.489511,0.522341,0.45443,2.64906,-32.2175,-81.897,0.765362,-0.34336,0.544357,0
142.504,-116.73,-46.5062,-85.8684,0.5301,0.48956,0.522311,0.454441,2.68787,-32.3362,-81.8991,0.766742,-0.341343,0.543684,0
142.529,-116.734,-46.5069,-85.8667,0.530035,0.489652,0.522264,0.454472,2.60328,-32.3166,-81.6777,0.767571,-0.33953,0.543648,0
142.554,-116.763,-46.3676,-85.8941,0.529611,0.490302,0.521912,0.45467,2.61249,-32.3728,-81.6132,0.768437,-0.338324,0.543177,0
142.579,-116.75,-46.3642,-85.8854,0.529389,0.490741,0.521633,0.454774,2.64351,-32.4307,-81.6769,0.768985,-0.33789,0.542672,0
142.604,-116.766,-46.3634,-85.8979,0.529586,0.490292,0.521885,0.454739,2.59327,-32.388,-81.6212,0.768756,-0.337963,0.542951,0
142.629,-116.754,-46.5151,-85.862,0.529766,0.489884,0.522106,0.454718,2.58762,-32.3561,-81.5497,0.76873,-0.337804,0.543087,0
142.654,-116.751,-46.5157,-85.8621,0.529697,0.489967,0.52203,0.454795,2.59605,-32.3889,-81.5108,0.76888,-0.33761,0.542995,0
142.679,-116.756,-46.5175,-85.864,0.529665,0.489974,0.52201,0.454848,2.66688,-32.3985,-81.425,0.772067,-0.332003,0.541929,0
142.704,-116.761,-46.5193,-85.8656,0.52964,0.48997,0.521998,0.454896,2.63979,-32.6065,-81.4041,0.772174,-0.331029,0.542372,0
142.729,-116.763,-46.3723,-85.9036,0.529154,0.490769,0.521541,0.455123,2.66503,-32.6465,-81.4339,0.772508,-0.330593,0.542162,0
142.754,-116.769,-46.5243,-85.8628,0.529488,0.490128,0.521898,0.455017,2.61008,-32.5657,-81.2825,0.772256,-0.330735,0.542435,0
142.779,-116.771,-46.5243,-85.8652,0.529451,0.490129,0.521874,0.455087,2.66953,-32.5701,-81.3058,0.772571,-0.330457,0.542155,0
142.804,-116.76,-46.5171,-85.8689,0.529399,0.490202,0.521808,0.455143,2.70917,-32.6138,-81.3957,0.772883,-0.330305,0.541802,0
142.829,-116.754,-46.5143,-85.8703,0.529393,0.490222,0.521778,0.455163,2.62885,-32.5912,-81.3211,0.772493,-0.330559,0.542204,0
142.854,-116.757,-46.5124,-85.8694,0.529389,0.490248,0.521749,0.455173,2.62325,-32.6056,-81.3096,0.7724,-0.330619,0.5423,0
142.879,-116.761,-46.5127,-85.8711,0.529385,0.490258,0.521737,0.455181,2.66202,-32.6336,-81.3484,0.772764,-0.330208,0.542032,0
142.904,-116.761,-46.5088,-85.8744,0.529391,0.490262,0.521734,0.455172,2.6658,-32.6234,-81.3152,0.772991,-0.329713,0.54201,0
142.929,-116.754,-46.5054,-85.8768,0.529395,0.490264,0.521731,0.45517,2.66493,-32.6257,-81.2806,0.772995,-0.329478,0.542146,0
142.954,-116.748,-46.5033,-85.8748,0.529382,0.490296,0.521719,0.455164,2.68696,-32.6509,-81.2868,0.773216,-0.329269,0.541958,0
142.979,-116.746,-46.503,-85.8767,0.529393,0.490289,0.52172,0.455157,2.68307,-32.6408,-81.2778,0.77338,-0.32914,0.541803,0
143.004,-116.745,-46.5002,-85.8797,0.529404,0.490297,0.521708,0.455151,2.6628,-32.6367,-81.2559,0.773211,-0.329242,0.541981,0
143.029,-116.746,-46.4986,-85.8816,0.529423,0.490283,0.521719,0.45513,2.50078,-32.8282,-80.9704,0.772646,-0.328885,0.543003,0
143.054,-116.743,-46.4949,-85.8811,0.529474,0.490223,0.521747,0.455104,2.88381,-32.9459,-81.2265,0.777344,-0.320682,0.541202,0
143.079,-116.737,-46.4938,-85.8851,0.529482,0.490196,0.521749,0.455121,3.16363,-33.2071,-81.0971,0.777612,-0.32228,0.539866,0
143.104,-116.73,-46.4906,-85.8856,0.529482,0.490186,0.521745,0.455136,3.41527,-33.4425,-81.0006,0.778453,-0.32334,0.538017,0
143.129,-116.726,-46.489,-85.8882,0.529461,0.490212,0.521723,0.455158,2.82616,-32.9386,-81.1389,0.777344,-0.320552,0.541279,0
143.154,-116.728,-46.4919,-85.8857,0.529406,0.490277,0.521691,0.45519,2.74803,-32.8726,-81.0862,0.776976,-0.320679,0.541732,0
143.179,-116.731,-46.4956,-85.8845,0.529341,0.490337,0.521658,0.455238,2.68554,-32.7969,-81.0288,0.776052,-0.321662,0.542473,0
143.204,-116.734,-46.4951,-85.8842,0.529296,0.490391,0.52163,0.455265,2.78196,-32.8533,-81.1945,0.776079,-0.322171,0.542132,0
143.229,-116.734,-46.497,-85.885,0.529243,0.49045,0.521599,0.455297,2.74902,-32.826,-81.2101,0.775772,-0.322441,0.54241,0
143.254,-116.733,-46.4985,-85.8838,0.529207,0.490472,0.521576,0.455342,2.69331,-32.7721,-81.122,0.775496,-0.322521,0.542758,0
143.278,-116.732,-46.5023,-85.8858,0.529166,0.490478,0.521545,0.455418,2.74996,-32.8335,-81.1648,0.77571,-0.322564,0.542426,0
143.303,-116.732,-46.507,-85.8864,0.529088,0.490543,0.521492,0.4555,2.77746,-32.8368,-81.2348,0.775742,-0.322748,0.542271,0
143.328,-116.738,-46.5111,-85.8868,0.528997,0.490627,0.521446,0.455567,2.71297,-32.7923,-81.2218,0.774715,-0.323729,0.543154,0
143.353,-116.741,-46.5148,-85.8866,0.528913,0.490707,0.5214,0.455631,2.81196,-32.7664,-81.2994,0.775133,-0.323047,0.542963,0
143.378,-116.742,-46.5205,-85.8858,0.528833,0.490776,0.521356,0.4557,2.78624,-32.7862,-81.4652,0.7737,-0.324129,0.544361,0
143.403,-116.739,-46.5209,-85.8858,0.528797,0.490781,0.521327,0.455769,2.74903,-32.7453,-81.5496,0.772665,-0.324873,0.545387,0
143.428,-116.738,-46.5198,-85.8876,0.528761,0.490803,0.521295,0.455825,2.81064,-32.7709,-81.5811,0.772551,-0.325082,0.545424,0
143.453,-116.737,-46.5181,-85.8865,0.52872,0.490839,0.52126,0.455874,2.67507,-32.925,-81.3704,0.771501,-0.325236,0.546815,0
143.478,-116.735,-46.5171,-85.8859,0.528714,0.490806,0.521255,0.45592,2.95236,-32.9924,-81.3954,0.775541,-0.317746,0.545504,0
143.503,-116.735,-46.5174,-85.8841,0.528709,0.49078,0.52126,0.45595,3.09313,-33.1713,-81.5193,0.777989,-0.313057,0.544728,0
143.528,-116.739,-46.5159,-85.8828,0.528692,0.490788,0.521269,0.455951,2.97734,-33.2027,-81.1093,0.778533,-0.310058,0.545665,0
143.553,-116.74,-46.5147,-85.8808,0.528679,0.490789,0.521278,0.455954,3.09696,-33.3224,-81.1902,0.77971,-0.308264,0.545001,0
143.578,-116.735,-46.5156,-85.8806,0.528674,0.490767,0.521286,0.455975,3.08291,-33.3205,-81.1567,0.780056,-0.307325,0.545036,0
143.603,-116.735,-46.517,-85.8807,0.528655,0.49077,0.521284,0.455996,3.01729,-33.2841,-81.0264,0.779854,-0.30721,0.545389,0
143.628,-116.735,-46.518,-85.882,0.528636,0.490757,0.521283,0.456035,3.05557,-33.3305,-81.0648,0.780205,-0.306967,0.545024,0
143.653,-116.735,-46.5186,-85.8818,0.528585,0.490806,0.521253,0.456074,3.06241,-33.3434,-81.1121,0.780371,-0.306917,0.544815,0
143.678,-116.737,-46.5216,-85.8807,0.528539,0.49082,0.521243,0.456123,3.00918,-33.2827,-81.0259,0.780197,-0.306874,0.545088,0
143.703,-116.737,-46.5226,-85.8788,0.528499,0.490831,0.521237,0.456164,3.04383,-33.3052,-81.0389,0.780253,-0.306859,0.545016,0
143.728,-116.74,-46.526,-85.8783,0.528444,0.490873,0.52122,0.456202,3.07031,-33.3318,-81.0909,0.780329,-0.306902,0.544883,0
143.753,-116.74,-46.5265,-85.8798,0.528405,0.49089,0.521203,0.456249,3.02959,-33.3012,-81.0495,0.780208,-0.306847,0.545088,0
143.778,-116.742,-46.5302,-85.88,0.528355,0.490929,0.521174,0.456298,3.01773,-33.3051,-81.0257,0.780216,-0.306739,0.545137,0
143.803,-116.748,-46.5305,-85.8805,0.528307,0.490974,0.521143,0.45634,3.04573,-33.3318,-81.0692,0.780402,-0.306696,0.544895,0
143.828,-116.751,-46.5329,-85.8822,0.528251,0.491017,0.521113,0.456393,3.04308,-33.3033,-81.0516,0.780417,-0.30674,0.544848,0
143.853,-116.745,-46.5327,-85.8837,0.528193,0.491067,0.521069,0.456457,3.03826,-33.3101,-81.0487,0.780289,-0.306842,0.544974,0
143.878,-116.742,-46.534,-85.8852,0.528142,0.491113,0.521028,0.456513,3.03455,-33.3055,-81.0409,0.78031,-0.306802,0.544967,0
143.903,-116.74,-46.5359,-85.8851,0.528096,0.49116,0.520985,0.456564,3.0373,-33.3164,-81.0364,0.780585,-0.306638,0.544666,0
143.928,-116.739,-46.5369,-85.8881,0.528055,0.49121,0.520939,0.456611,3.02353,-33.3021,-81.0155,0.78061,-0.306553,0.544678,0
143.953,-116.741,-46.5366,-85.8908,0.528031,0.491228,0.520908,0.456654,3.03806,-33.3031,-81.0299,0.780625,-0.306556,0.544653,0
143.978,-116.74,-46.5356,-85.8925,0.528002,0.491245,0.520881,0.456701,3.04492,-33.2951,-81.033,0.780564,-0.306625,0.544703,0
144.003,-116.74,-46.5326,-85.8924,0.527965,0.491282,0.520852,0.456736,2.43091,-33.3606,-80.9427,0.77665,-0.307485,0.549789,0
144.028,-116.738,-46.5329,-85.8931,0.527934,0.491292,0.520829,0.456787,3.00044,-33.346,-80.9819,0.780205,-0.306635,0.54521,0
144.053,-116.738,-46.5326,-85.8944,0.527909,0.491293,0.52081,0.456838,3.23469,-33.624,-80.7057,0.781448,-0.30679,0.543341,0
144.078,-116.738,-46.5329,-85.8961,0.527886,0.491297,0.520796,0.456876,2.9834,-32.9358,-81.5869,0.782133,-0.303742,0.544067,0
144.103,-116.74,-46.5309,-85.8972,0.527879,0.491296,0.520793,0.456889,3.14757,-32.7594,-81.4118,0.781468,-0.305129,0.544246,0
144.128,-116.739,-46.5272,-85.8948,0.527879,0.491296,0.520797,0.456885,4.06124,-33.2975,-81.0954,0.788198,-0.296894,0.539071,0
144.153,-116.736,-46.5223,-85.8934,0.527881,0.491316,0.520796,0.45686,4.18056,-32.7948,-81.2363,0.790646,-0.294156,0.536983,0
144.178,-116.735,-46.5214,-85.8899,0.527885,0.491319,0.520799,0.45685,4.23695,-33.3688,-81.2635,0.788311,-0.294671,0.540125,0
144.203,-116.738,-46.5221,-85.8886,0.527874,0.491335,0.520796,0.456848,3.18873,-33.5898,-81.1045,0.780336,-0.29961,0.548917,0
144.228,-116.737,-46.5209,-85.8887,0.527881,0.491323,0.520799,0.456851,3.32003,-33.6024,-81.2521,0.781356,-0.297692,0.548508,0
144.253,-116.736,-46.5218,-85.8884,0.527889,0.491282,0.520816,0.456866,3.29553,-33.617,-81.1862,0.781043,-0.297825,0.548883,0
144.278,-116.735,-46.5212,-85.8883,0.52789,0.49127,0.520826,0.456866,3.50593,-33.7003,-81.1334,0.782359,-0.297051,0.547425,0
144.302,-116.735,-46.5245,-85.8899,0.527878,0.491282,0.520828,0.456865,2.81213,-33.5954,-80.6959,0.777362,-0.301963,0.55184,0
144.328,-116.737,-46.526,-85.8895,0.527854,0.491322,0.520811,0.456869,3.45915,-33.7876,-81.2647,0.781592,-0.297875,0.548073,0
144.352,-116.741,-46.5296,-85.8887,0.527818,0.491361,0.520799,0.456882,3.21307,-33.6259,-81.1015,0.780935,-0.297589,0.549164,0
144.377,-116.744,-46.5315,-85.8861,0.527783,0.491406,0.520788,0.456887,3.32577,-33.6342,-81.1531,0.781499,-0.297337,0.548497,0
144.402,-116.745,-46.5309,-85.8864,0.527785,0.491391,0.520805,0.456881,3.34969,-33.6246,-81.1972,0.78137,-0.297443,0.548625,0
144.427,-116.739,-46.5274,-85.8885,0.527836,0.491328,0.520845,0.456845,3.32549,-33.6243,-81.1922,0.781013,-0.297619,0.549037,0
144.452,-116.735,-46.5265,-85.8892,0.527895,0.49126,0.520886,0.456803,3.30018,-33.6531,-81.2048,0.780883,-0.297537,0.549267,0
144.477,-116.734,-46.5266,-85.8875,0.527923,0.49126,0.520892,0.456763,3.34582,-33.6862,-81.2206,0.781276,-0.297428,0.548766,0
144.502,-116.738,-46.5292,-85.8885,0.52794,0.491254,0.520903,0.456738,3.31211,-33.6614,-81.1645,0.781191,-0.297477,0.548861,0
144.527,-116.738,-46.5275,-85.8882,0.527972,0.491215,0.52093,0.456711,3.29657,-33.647,-81.1717,0.781082,-0.29748,0.549014,0
144.552,-116.734,-46.5214,-85.8902,0.52803,0.491147,0.520982,0.456658,3.32138,-33.6303,-81.198,0.780982,-0.297601,0.54909,0
144.577,-116.736,-46.3674,-85.9524,0.528377,0.490502,0.521387,0.456488,3.32204,-33.611,-81.1868,0.780831,-0.297683,0.549261,0
144.602,-116.716,-46.5118,-85.8907,0.528204,0.491015,0.521074,0.456494,3.31271,-33.6348,-81.1891,0.780745,-0.297628,0.549413,0
144.627,-116.715,-46.5096,-85.8944,0.528323,0.490915,0.521134,0.456395,3.32405,-33.675,-81.227,0.780818,-0.297571,0.54934,0
144.652,-116.715,-46.5091,-85.8946,0.528402,0.490865,0.521183,0.456301,3.35442,-33.6644,-81.2671,0.780771,-0.297674,0.549351,0
144.677,-116.729,-46.3605,-85.9555,0.529044,0.489841,0.521783,0.455973,3.36768,-33.6486,-81.2938,0.780098,-0.298487,0.549866,0
144.702,-116.727,-46.3439,-85.9639,0.529315,0.489498,0.521993,0.455785,3.40074,-33.646,-81.3101,0.779896,-0.298698,0.550038,0
144.727,-116.722,-46.3403,-85.9719,0.529548,0.489188,0.522198,0.455613,3.53262,-33.7524,-81.3067,0.779923,-0.297718,0.55053,0
144.752,-116.709,-46.3262,-85.9791,0.529716,0.489179,0.522206,0.455418,3.35347,-33.9708,-81.6273,0.776452,-0.296972,0.555814,0
144.777,-116.714,-46.3294,-85.9782,0.52983,0.489129,0.522273,0.455261,3.54181,-34.0042,-81.8777,0.778168,-0.293839,0.555079,0
144.802,-116.715,-46.3319,-85.9735,0.529746,0.48932,0.522216,0.45522,3.43183,-33.8994,-81.6508,0.778938,-0.291662,0.555147,0
144.827,-116.707,-46.3423,-85.9581,0.52946,0.489782,0.522017,0.455284,3.5556,-33.9471,-81.605,0.780859,-0.288676,0.554008,0
144.852,-116.692,-46.336,-85.9479,0.529198,0.490335,0.521723,0.455332,3.57724,-34.0326,-81.6256,0.781965,-0.288557,0.552509,0
144.877,-116.677,-46.4783,-85.9004,0.529256,0.490353,0.521712,0.455258,3.35313,-33.7954,-81.3992,0.782619,-0.287525,0.55212,0
144.902,-116.686,-46.4794,-85.8996,0.529334,0.490224,0.5218,0.455205,3.30256,-33.6355,-80.598,0.783622,-0.285939,0.551521,0
144.927,-116.688,-46.4851,-85.8999,0.529351,0.490215,0.52182,0.455172,3.47462,-33.8681,-81.4208,0.785819,-0.286332,0.548181,0
144.952,-116.691,-46.4909,-85.899,0.529353,0.49022,0.521825,0.455158,3.33803,-33.73,-81.259,0.786257,-0.286686,0.547368,0
144.977,-116.697,-46.4944,-85.8964,0.529334,0.490249,0.521819,0.455156,3.44419,-33.7346,-81.3544,0.788315,-0.285238,0.54516,0
145.002,-116.703,-46.5048,-85.8943,0.529275,0.490273,0.521823,0.455195,3.31904,-33.6878,-81.2165,0.788787,-0.285712,0.544227,0
145.027,-116.704,-46.5107,-85.891,0.529189,0.490348,0.521801,0.455239,3.38627,-33.6199,-81.2283,0.790567,-0.285017,0.542005,0
145.052,-116.702,-46.512,-85.8885,0.529124,0.49042,0.521783,0.455257,3.29315,-33.4996,-81.0998,0.791085,-0.286283,0.540581,0
145.077,-116.703,-46.51,-85.8884,0.529107,0.490442,0.521793,0.455241,3.35779,-33.4273,-81.1264,0.792805,-0.285275,0.538589,0
145.102,-116.705,-46.5075,-85.8891,0.529121,0.490427,0.521823,0.455207,3.27617,-33.4108,-81.0548,0.793213,-0.285161,0.538049,0
145.127,-116.709,-46.5049,-85.8886,0.529132,0.490444,0.521833,0.455165,3.2503,-33.4005,-80.9211,0.794458,-0.284043,0.536801,0
145.152,-116.712,-46.5037,-85.8915,0.529131,0.490459,0.521839,0.455142,3.27363,-33.4158,-80.9556,0.795524,-0.282488,0.536043,0
145.177,-116.711,-46.4993,-85.8937,0.529144,0.49044,0.521856,0.455128,3.27233,-33.4287,-80.9567,0.795874,-0.281999,0.535781,0
145.202,-116.71,-46.4957,-85.8958,0.529128,0.490451,0.521875,0.455114,3.28056,-33.4157,-80.9281,0.795945,-0.281749,0.535807,0
145.227,-116.704,-46.494,-85.8954,0.529095,0.490484,0.521881,0.455109,3.31078,-33.3867,-80.9012,0.796429,-0.281014,0.535473,0
145.252,-116.695,-46.4926,-85.8966,0.529104,0.490478,0.521895,0.455089,3.28371,-33.379,-80.8796,0.796326,-0.28094,0.535665,0
145.276,-116.697,-46.4916,-85.8973,0.529127,0.490464,0.521918,0.455052,3.24674,-33.433,-80.8747,0.796243,-0.280988,0.535764,0
145.301,-116.702,-46.4914,-85.9007,0.52914,0.490457,0.521927,0.455034,3.19242,-33.4905,-80.8105,0.796935,-0.279889,0.53531,0
145.327,-116.706,-46.4903,-85.9001,0.529109,0.490494,0.521911,0.455048,3.19519,-33.4988,-80.7499,0.798283,-0.278398,0.534078,0
145.352,-116.708,-46.493,-85.9006,0.529067,0.490524,0.5219,0.455077,3.09237,-33.4008,-80.6816,0.798096,-0.280096,0.533469,0
145.376,-116.709,-46.4942,-85.9003,0.529021,0.49055,0.521892,0.455111,3.00166,-33.3116,-80.5973,0.798897,-0.281193,0.53169,0
145.401,-116.709,-46.4984,-85.9045,0.528976,0.490572,0.521884,0.455149,2.92352,-33.2585,-80.4638,0.799484,-0.282629,0.530044,0
145.426,-116.715,-46.5013,-85.9035,0.528908,0.490652,0.521852,0.455179,3.03942,-33.274,-80.5798,0.802026,-0.280519,0.527318,0
145.451,-116.72,-46.5059,-85.9037,0.52885,0.490734,0.521813,0.455202,3.03942,-33.274,-80.5798,0.802026,-0.280519,0.527318,0
145.476,-116.726,-46.5072,-85.9031,0.528812,0.49079,0.521789,0.455213,3.30249,-33.2135,-79.7423,0.806497,-0.282282,0.519499,0
145.501,-116.734,-46.5069,-85.9036,0.528764,0.490873,0.521764,0.455209,3.30249,-33.2135,-79.7423,0.806497,-0.282282,0.519499,0
145.527,-116.734,-46.5076,-85.902,0.528725,0.490911,0.521747,0.455233,6.85474,-32.1118,-82.3818,0.828023,-0.268242,0.492365,0
145.552,-116.733,-46.5087,-85.9,0.528711,0.490911,0.521747,0.455248,7.20054,-34.5297,-85.086,0.820558,-0.289136,0.493036,0
145.577,-116.732,-46.5095,-85.8996,0.528717,0.490904,0.521755,0.455239,5.4989,-32.3194,-81.14,0.823458,-0.27023,0.498892,0
145.602,-116.734,-46.5098,-85.9006,0.528723,0.490911,0.521766,0.455213,3.37286,-32.9254,-80.2021,0.812419,-0.274016,0.514676,0
145.627,-116.737,-46.5081,-85.9008,0.528749,0.490882,0.521793,0.455183,2.78749,-33.0679,-79.9116,0.809432,-0.274818,0.518937,0
145.652,-116.735,-46.5073,-85.8983,0.528782,0.49086,0.521819,0.455139,2.76893,-33.0563,-79.8958,0.809508,-0.274547,0.518961,0
145.676,-116.734,-46.5078,-85.9007,0.528807,0.490857,0.52184,0.455089,2.7589,-33.0449,-79.8852,0.809497,-0.274428,0.519042,0
145.701,-116.734,-46.5067,-85.9031,0.528846,0.490831,0.521863,0.455044,2.73234,-33.0527,-79.8389,0.809257,-0.274749,0.519245,0
145.726,-116.737,-46.5076,-85.9045,0.528882,0.490805,0.521892,0.454998,2.73124,-33.0934,-79.7214,0.810004,-0.273684,0.518643,0
145.751,-116.737,-46.5077,-85.9028,0.528923,0.49077,0.521921,0.454955,2.7447,-33.1616,-79.5339,0.812374,-0.269962,0.516883,0
145.777,-116.741,-46.507,-85.9033,0.528958,0.490765,0.521948,0.454889,2.77982,-33.1875,-79.5403,0.814449,-0.267417,0.514938,0
145.802,-116.742,-46.5061,-85.9028,0.529001,0.490731,0.521986,0.454832,2.54503,-33.2116,-79.3999,0.813653,-0.269794,0.514956,0
145.827,-116.743,-46.5058,-85.9029,0.52905,0.490679,0.522027,0.454784,2.36273,-33.2335,-79.3446,0.813819,-0.268914,0.515154,0
145.851,-116.744,-46.5068,-85.902,0.529092,0.490637,0.522055,0.454747,2.12337,-33.2945,-79.3064,0.813439,-0.269575,0.515409,0
145.877,-116.748,-46.5107,-85.9039,0.529131,0.490575,0.522098,0.454719,1.99314,-33.3504,-79.3983,0.814387,-0.26748,0.515003,0
145.902,-116.753,-46.5123,-85.9068,0.529146,0.490567,0.522115,0.454691,1.65827,-33.3404,-79.2913,0.813814,-0.267456,0.51592,0
145.927,-116.759,-46.5125,-85.9057,0.529148,0.490559,0.522139,0.45467,1.45244,-33.3478,-79.2313,0.813296,-0.269434,0.515708,0
145.951,-116.759,-46.5155,-85.9036,0.529142,0.49055,0.522159,0.454665,1.31551,-33.3547,-79.1553,0.813087,-0.27135,0.515033,0
145.977,-116.756,-46.5164,-85.9024,0.529113,0.490583,0.522149,0.454674,1.32038,-33.3046,-79.0609,0.814976,-0.268716,0.513425,0
146.002,-116.754,-46.5171,-85.9016,0.529091,0.490616,0.522132,0.454684,1.40899,-33.4255,-79.1835,0.817327,-0.265869,0.511166,0
146.027,-116.753,-46.5169,-85.9037,0.529081,0.490625,0.522123,0.454696,1.2906,-33.4424,-79.0433,0.817572,-0.266054,0.510677,0
146.052,-116.755,-46.5172,-85.9049,0.529066,0.490645,0.522103,0.454714,1.2473,-33.4468,-78.939,0.818581,-0.265301,0.509451,0
146.077,-116.759,-46.5193,-85.9061,0.529024,0.490672,0.522085,0.454754,1.23156,-33.4579,-78.735,0.820467,-0.262224,0.508009,0
146.102,-116.764,-46.5212,-85.9058,0.528982,0.490691,0.522078,0.45479,1.18095,-33.5888,-78.6066,0.821525,-0.260249,0.507313,0
146.127,-116.765,-46.521,-85.9061,0.528924,0.49074,0.522061,0.454825,1.20256,-33.6319,-78.5097,0.823306,-0.256223,0.506474,0
146.152,-116.764,-46.5213,-85.9049,0.528872,0.490782,0.522044,0.45486,1.28183,-33.6661,-78.5526,0.824964,-0.254634,0.504574,0
146.177,-116.762,-46.5237,-85.9053,0.52885,0.490779,0.522044,0.45489,1.18242,-33.6323,-78.3515,0.825105,-0.254496,0.504414,0
146.202,-116.762,-46.5246,-85.9063,0.528824,0.490811,0.522026,0.454905,1.22167,-33.7085,-78.3814,0.826063,-0.252893,0.503651,0
146.227,-116.763,-46.5239,-85.9089,0.528808,0.49083,0.52202,0.45491,1.24015,-33.8117,-78.3828,0.826644,-0.251492,0.503401,0
146.252,-116.761,-46.5225,-85.9095,0.528798,0.490835,0.522021,0.454914,1.2776,-33.8662,-78.3391,0.827429,-0.249724,0.502991,0
146.276,-116.757,-46.5204,-85.9093,0.528798,0.490812,0.522038,0.454921,1.25489,-33.8877,-78.3185,0.827113,-0.250008,0.503368,0
146.301,-116.755,-46.5197,-85.908,0.52879,0.490812,0.522051,0.454915,1.2326,-33.8789,-78.3235,0.82699,-0.250089,0.50353,0
146.326,-116.759,-46.5194,-85.9091,0.528787,0.490812,0.522069,0.454898,1.21248,-33.8736,-78.3237,0.827034,-0.249986,0.50351,0
