Time,X_[ref],Y_[ref],Z_[ref],Q0_[ref],Qx_[ref],Qy_[ref],QZ_[ref],X_[tip],Y_[tip],Z_[tip],Q0_[tip],Qx_[tip],Qy_[tip],Qz_[tip]
10.8118,-116.929,-46.3131,-85.7574,0.533046,0.489094,0.525386,0.447905,-39.6667,-49.5597,-89.0627,0.658333,0.00969634,0.752665,0
10.8368,-116.932,-46.3146,-85.7553,0.533036,0.489098,0.525392,0.447906,-39.3803,-49.5675,-89.116,0.657765,0.0087631,0.753172,0
10.8617,-116.931,-46.3179,-85.7557,0.53301,0.489107,0.525387,0.447931,-39.117,-49.6098,-89.1781,0.657259,0.00822343,0.75362,0
10.8867,-116.931,-46.318,-85.7568,0.532994,0.489118,0.525378,0.44795,-38.9041,-49.5814,-89.2076,0.656408,0.00808335,0.754362,0
10.9116,-116.931,-46.3211,-85.7548,0.532983,0.489097,0.525388,0.447975,-38.668,-49.5314,-89.2189,0.655791,0.00726033,0.754908,0
10.9367,-116.931,-46.3237,-85.7569,0.532976,0.48906,0.525401,0.448008,-38.4353,-49.5199,-89.2915,0.655056,0.00666066,0.755551,0
10.9617,-116.93,-46.3245,-85.76,0.532976,0.489028,0.525414,0.448027,-38.1415,-49.5607,-89.3399,0.654663,0.00604847,0.755897,0
10.9866,-116.931,-46.3229,-85.76,0.53297,0.489041,0.525416,0.448019,-37.902,-49.5419,-89.3672,0.653896,0.00533354,0.756566,0
11.0116,-116.929,-46.3242,-85.7604,0.532991,0.489001,0.525429,0.448021,-37.699,-49.5181,-89.4346,0.653267,0.00495307,0.757111,0
11.0365,-116.928,-46.3239,-85.7612,0.532999,0.488984,0.525427,0.448032,-37.4447,-49.5055,-89.4543,0.652605,0.00400044,0.757688,0
11.0615,-116.929,-46.3218,-85.7619,0.532974,0.489014,0.525417,0.448041,-37.1807,-49.4882,-89.4959,0.651924,0.00359144,0.758276,0
11.0865,-116.929,-46.3218,-85.7604,0.532929,0.489055,0.525408,0.448062,-36.9301,-49.4487,-89.5195,0.6512,0.00267617,0.758902,0
11.1114,-116.93,-46.3208,-85.7578,0.532888,0.489088,0.525408,0.448074,-36.656,-49.4978,-89.6155,0.650782,0.00194707,0.759262,0
11.1364,-116.93,-46.3249,-85.7517,0.532844,0.489113,0.525414,0.448092,-36.4532,-49.4451,-89.6419,0.649922,0.00178099,0.759999,0
11.1614,-116.931,-46.3265,-85.7504,0.532788,0.489188,0.525391,0.448103,-36.2314,-49.471,-89.6752,0.649429,0.00116962,0.760422,0
11.1864,-116.937,-46.3266,-85.7456,0.532745,0.489229,0.525386,0.448116,-36.0118,-49.4822,-89.7265,0.648994,0.00108447,0.760793,0
11.2113,-116.943,-46.3271,-85.7403,0.5327,0.489239,0.525401,0.448141,-35.7853,-49.4831,-89.7798,0.648286,0.000592438,0.761397,0
11.2363,-116.942,-46.3255,-85.7362,0.532661,0.489252,0.525409,0.448164,-35.5609,-49.444,-89.8263,0.647484,0.000303777,0.762078,0
11.2613,-116.938,-46.3224,-85.7311,0.532621,0.489294,0.525412,0.448162,-35.2836,-49.4846,-89.8958,0.647099,0.000369875,0.762406,0
11.2863,-116.938,-46.3214,-85.7269,0.532611,0.489308,0.525434,0.448132,-35.0529,-49.478,-89.8967,0.646399,-0.000261506,0.763,0
11.3112,-116.938,-46.3209,-85.7242,0.532624,0.489284,0.525461,0.448111,-34.8259,-49.4722,-89.924,0.645838,-0.000496083,0.763474,0
11.3362,-116.944,-46.3225,-85.7236,0.532618,0.489286,0.525485,0.448088,-34.5785,-49.482,-89.9975,0.645281,-0.000746583,0.763945,0
11.3612,-116.946,-46.3232,-85.7236,0.532607,0.489269,0.525518,0.448081,-34.2767,-49.5065,-90.0139,0.64485,-0.00134259,0.764308,0
11.3862,-116.94,-46.319,-85.7249,0.532594,0.489279,0.525531,0.44807,-34.0126,-49.516,-90.1233,0.64421,-0.00195617,0.764847,0
11.4111,-116.935,-46.317,-85.7275,0.532609,0.489216,0.525578,0.448067,-33.7595,-49.5181,-90.1676,0.643657,-0.00177471,0.765312,0
11.4361,-116.931,-46.3145,-85.7299,0.532632,0.489172,0.525615,0.448043,-33.5093,-49.523,-90.1843,0.643229,-0.00180084,0.765672,0
11.4611,-116.928,-46.3129,-85.7334,0.532638,0.489182,0.525621,0.448017,-33.2928,-49.5179,-90.1968,0.64248,-0.00244596,0.766299,0
11.4861,-116.93,-46.3138,-85.7368,0.532619,0.489215,0.525616,0.448011,-33.0521,-49.5279,-90.2346,0.6419,-0.0021444,0.766785,0
11.511,-116.931,-46.3127,-85.7397,0.53257,0.489269,0.525606,0.448023,-32.8315,-49.4892,-90.2802,0.641075,-0.00207005,0.767476,0
11.536,-116.927,-46.3116,-85.7431,0.532507,0.489324,0.525591,0.448055,-32.5548,-49.5172,-90.3699,0.640635,-0.00182959,0.767843,0
11.5609,-116.923,-46.3112,-85.7461,0.532454,0.489367,0.525581,0.448082,-32.307,-49.5188,-90.4162,0.639873,-0.0019333,0.768478,0
11.5859,-116.915,-46.3057,-85.7477,0.532419,0.489399,0.525554,0.448119,-32.0732,-49.5112,-90.4474,0.639349,-0.00218131,0.768914,0
11.611,-116.914,-46.3018,-85.7504,0.532387,0.489431,0.525525,0.448158,-31.8437,-49.5213,-90.5267,0.638816,-0.00271361,0.769354,0
11.6359,-116.912,-46.2993,-85.7545,0.532342,0.489472,0.52549,0.448206,-31.6404,-49.4788,-90.5475,0.638099,-0.00278182,0.769949,0
11.6609,-116.909,-46.2951,-85.7536,0.532287,0.489529,0.525458,0.448247,-31.341,-49.5019,-90.6321,0.637968,-0.00292938,0.770057,0
11.6858,-116.902,-46.2914,-85.7546,0.532206,0.489621,0.525413,0.448296,-31.1261,-49.4535,-90.6457,0.636972,-0.00373472,0.770878,0
11.7109,-116.895,-46.2897,-85.7541,0.53213,0.489684,0.525386,0.448349,-30.8242,-49.5215,-90.7329,0.636595,-0.00314721,0.771192,0
11.7358,-116.888,-46.2911,-85.7545,0.532053,0.489725,0.525367,0.448417,-30.6065,-49.5025,-90.7625,0.636043,-0.00349872,0.771645,0
11.7608,-116.885,-46.2916,-85.7535,0.531983,0.489762,0.525347,0.448484,-30.3813,-49.4996,-90.7507,0.63556,-0.00386948,0.772042,0
11.7858,-116.885,-46.2922,-85.7516,0.531903,0.489815,0.525323,0.448549,-30.1424,-49.4886,-90.8556,0.634945,-0.00419924,0.772546,0
11.8107,-116.88,-46.2908,-85.7506,0.53183,0.489868,0.525295,0.448611,-29.7752,-49.5997,-90.9306,0.635386,-0.00411284,0.772183,0
11.8358,-116.877,-46.294,-85.751,0.531776,0.489891,0.52528,0.448667,-29.5615,-49.6135,-90.9905,0.634698,-0.00523664,0.772742,0
11.8607,-116.876,-46.2964,-85.7497,0.531739,0.489918,0.525264,0.4487,-29.3964,-49.5374,-90.9025,0.633816,-0.00623227,0.773459,0
11.8856,-116.878,-46.2993,-85.7494,0.531701,0.489933,0.525258,0.448735,-29.0861,-49.5957,-90.9949,0.633732,-0.00643079,0.773526,0
11.9106,-116.884,-46.3032,-85.7498,0.531653,0.489969,0.525252,0.448761,-28.8443,-49.5894,-91.0239,0.633158,-0.00695994,0.773992,0
11.9356,-116.884,-46.3051,-85.7489,0.53161,0.489994,0.525236,0.448804,-28.6454,-49.5299,-91.0529,0.632388,-0.00727367,0.774618,0
11.9607,-116.88,-46.3056,-85.7489,0.531582,0.490025,0.525203,0.448841,-28.3632,-49.5661,-91.1507,0.63216,-0.00736949,0.774803,0
11.9856,-116.878,-46.3035,-85.7506,0.531569,0.490044,0.525175,0.448868,-28.0972,-49.5913,-91.154,0.631616,-0.00804557,0.77524,0
12.0106,-116.877,-46.3003,-85.753,0.531567,0.49008,0.525137,0.448875,-27.8675,-49.5995,-91.1921,0.631209,-0.00818996,0.77557,0
12.0356,-116.873,-46.2987,-85.7559,0.531566,0.490093,0.525107,0.448897,-27.6161,-49.5757,-91.2257,0.630829,-0.00851952,0.775875,0
12.0606,-116.871,-46.2958,-85.7572,0.531562,0.490111,0.525082,0.448912,-27.3013,-49.6306,-91.3315,0.630768,-0.00871797,0.775923,0
12.0855,-116.865,-46.2935,-85.7593,0.531555,0.490118,0.525065,0.448933,-27.1163,-49.5645,-91.3226,0.63,-0.00912407,0.776541,0
12.1105,-116.861,-46.2911,-85.7603,0.531538,0.49015,0.525044,0.448943,-26.8445,-49.5997,-91.3514,0.629798,-0.00945433,0.776701,0
12.1355,-116.855,-46.2856,-85.7605,0.531543,0.490171,0.525018,0.448945,-26.6525,-49.5729,-91.4305,0.629358,-0.0092162,0.777061,0
12.1604,-116.849,-46.28,-85.7616,0.53157,0.490171,0.524985,0.448952,-26.4008,-49.5982,-91.4735,0.628891,-0.00945633,0.777436,0
12.1854,-116.848,-46.279,-85.7652,0.531597,0.490157,0.524974,0.448948,-26.1839,-49.5771,-91.5091,0.628378,-0.00971387,0.777848,0
12.2104,-116.845,-46.2755,-85.7662,0.531618,0.49016,0.524958,0.448936,-25.9595,-49.5812,-91.5901,0.6279,-0.00969179,0.778234,0
12.2353,-116.843,-46.2759,-85.767,0.531634,0.490144,0.524962,0.448931,-25.6618,-49.6322,-91.6442,0.627696,-0.00964258,0.778399,0
12.2603,-116.841,-46.2779,-85.7688,0.531648,0.490099,0.524982,0.448941,-25.4387,-49.6259,-91.6898,0.627139,-0.00999009,0.778843,0
12.2853,-116.838,-46.2788,-85.7716,0.531651,0.490089,0.52498,0.44895,-25.2188,-49.6107,-91.7207,0.626449,-0.0101873,0.779396,0
12.3103,-116.835,-46.2807,-85.7714,0.531662,0.490067,0.524979,0.448962,-24.9622,-49.6287,-91.7736,0.625969,-0.0103132,0.77978,0
12.3353,-116.835,-46.2806,-85.7722,0.531669,0.490044,0.524986,0.448971,-24.7141,-49.6195,-91.7461,0.625556,-0.0110577,0.780101,0
12.3602,-116.832,-46.2809,-85.7717,0.531685,0.490007,0.524994,0.448983,-24.4424,-49.671,-91.865,0.625294,-0.0106507,0.780317,0
12.3852,-116.827,-46.2825,-85.7731,0.531691,0.489976,0.525002,0.449001,-24.2243,-49.6499,-91.8517,0.624582,-0.0111048,0.78088,0
12.4102,-116.825,-46.2845,-85.7748,0.531669,0.489993,0.524997,0.449012,-23.9505,-49.6818,-91.9264,0.624383,-0.0117667,0.78103,0
12.4352,-116.823,-46.2854,-85.7754,0.531649,0.490001,0.524993,0.449033,-23.7552,-49.6394,-91.9832,0.623926,-0.0115663,0.781398,0
12.4602,-116.824,-46.2853,-85.7758,0.531633,0.489996,0.524996,0.449054,-23.5278,-49.6537,-92.0332,0.623288,-0.0117293,0.781905,0
12.4851,-116.824,-46.2853,-85.7768,0.531625,0.489996,0.524992,0.449068,-23.3281,-49.6268,-92.0683,0.622611,-0.0120483,0.782439,0
12.5102,-116.82,-46.284,-85.7781,0.531632,0.489963,0.524993,0.449097,-22.9978,-49.6776,-92.1668,0.62264,-0.0121648,0.782414,0
12.5351,-116.823,-46.2857,-85.7801,0.531643,0.489918,0.525008,0.449113,-22.7264,-49.6091,-92.2161,0.622329,-0.0125691,0.782655,0
12.5601,-116.825,-46.2855,-85.78,0.531649,0.489904,0.525011,0.449117,-22.5969,-49.6077,-92.2589,0.621206,-0.01351,0.78353,0
12.585,-116.825,-46.2864,-85.7815,0.531654,0.4899,0.525,0.44913,-22.3119,-49.6822,-92.2254,0.620903,-0.0136315,0.783769,0
12.61,-116.827,-46.2873,-85.7832,0.531635,0.489921,0.524986,0.449146,-21.9719,-49.6938,-92.3268,0.620454,-0.0144949,0.784109,0
12.635,-116.83,-46.2899,-85.7846,0.531627,0.489923,0.52498,0.449159,-21.8134,-49.6714,-92.4043,0.619894,-0.0132974,0.784573,0
12.66,-116.826,-46.29,-85.7833,0.531629,0.489916,0.524969,0.449179,-21.5086,-49.7469,-92.4718,0.619674,-0.0133051,0.784747,0
12.6858,-116.821,-46.2912,-85.7831,0.531637,0.489899,0.524962,0.449194,-21.332,-49.6822,-92.5645,0.618763,-0.0136216,0.78546,0
12.7099,-116.824,-46.2907,-85.7821,0.531657,0.489886,0.524963,0.449184,-21.128,-49.6523,-92.6522,0.618001,-0.0141376,0.78605,0
12.7358,-116.825,-46.2909,-85.7826,0.53168,0.489869,0.524968,0.449171,-20.8619,-49.6722,-92.5168,0.61715,-0.0155051,0.786693,0
12.7607,-116.829,-46.2909,-85.7796,0.5317,0.489876,0.524963,0.449143,-20.6423,-49.7005,-92.5239,0.61614,-0.0172179,0.787449,0
12.7857,-116.828,-46.2907,-85.7795,0.531714,0.489889,0.524945,0.449133,-20.4131,-49.7353,-92.7605,0.616039,-0.01638,0.787545,0
12.8107,-116.825,-46.2895,-85.7802,0.531727,0.489889,0.524933,0.449134,-20.1098,-49.5382,-92.4175,0.615056,-0.0168706,0.788303,0
12.8357,-116.822,-46.2879,-85.7805,0.531759,0.489849,0.524938,0.449134,-19.671,-49.8007,-92.7884,0.615652,-0.0154757,0.787866,0
12.8607,-116.819,-46.2856,-85.7784,0.531805,0.489808,0.524942,0.44912,-19.6272,-49.7035,-92.9793,0.614039,-0.0166044,0.789101,0
12.8856,-116.818,-46.2811,-85.7778,0.531846,0.489788,0.524941,0.449094,-19.4227,-49.6815,-92.9996,0.613201,-0.017002,0.789744,0
12.9097,-116.824,-46.2801,-85.7767,0.531882,0.489793,0.524936,0.449051,-19.1941,-49.652,-93.1047,0.612689,-0.0175298,0.79013,0
12.9346,-116.827,-46.2778,-85.7782,0.531929,0.489762,0.524932,0.449035,-18.9051,-49.6951,-93.1827,0.612389,-0.0179959,0.790352,0
12.9596,-116.824,-46.2759,-85.7799,0.531949,0.489745,0.52491,0.449055,-18.6571,-49.6953,-93.2736,0.611766,-0.0185259,0.790822,0
12.9847,-116.821,-46.2735,-85.7796,0.531941,0.489747,0.524889,0.449086,-18.3714,-49.682,-93.3026,0.611201,-0.0191572,0.791244,0
13.0097,-116.815,-46.2709,-85.7783,0.531923,0.489775,0.524861,0.449109,-18.1169,-49.6565,-93.4107,0.610386,-0.0196766,0.79186,0
13.0345,-116.81,-46.2709,-85.7771,0.531918,0.489786,0.524844,0.449123,-17.9038,-49.6199,-93.4678,0.609487,-0.0203892,0.792534,0
13.0604,-116.81,-46.2696,-85.774,0.531919,0.489806,0.524823,0.449125,-17.627,-49.6937,-93.5072,0.608971,-0.0206449,0.792924,0
13.0854,-116.812,-46.2715,-85.774,0.531918,0.489819,0.524803,0.449135,-17.4092,-49.69,-93.6285,0.608391,-0.0206252,0.79337,0
13.1104,-116.812,-46.269,-85.7754,0.531921,0.489832,0.524773,0.449154,-17.1428,-49.7082,-93.704,0.607932,-0.0207806,0.793717,0
13.1353,-116.808,-46.269,-85.7758,0.531922,0.489821,0.524758,0.449181,-16.927,-49.661,-93.7933,0.607088,-0.0209962,0.794357,0
13.1603,-116.802,-46.2669,-85.7756,0.531921,0.489799,0.524752,0.449214,-16.7024,-49.6537,-93.8417,0.606566,-0.0213685,0.794746,0
13.1853,-116.796,-46.2683,-85.7757,0.531916,0.489783,0.52475,0.44924,-16.5051,-49.656,-93.8673,0.606201,-0.0216358,0.795017,0
13.2093,-116.791,-46.2704,-85.7754,0.531932,0.489763,0.524747,0.449246,-16.5051,-49.656,-93.8673,0.606201,-0.0216358,0.795017,0
13.2343,-116.787,-46.2711,-85.7776,0.531978,0.489717,0.524748,0.44924,-16.5051,-49.656,-93.8673,0.606201,-0.0216358,0.795017,0
13.2594,-116.793,-46.2689,-85.7716,0.532013,0.489704,0.524746,0.449215,-16.5051,-49.656,-93.8673,0.606201,-0.0216358,0.795017,0
13.2852,-116.795,-46.2706,-85.7693,0.532056,0.48964,0.524766,0.44921,-15.3263,-46.3872,-97.8428,0.620266,-0.0691862,0.781334,0
13.3102,-116.792,-46.2678,-85.7712,0.532097,0.489573,0.52478,0.449217,-16.0258,-44.2745,-94.522,0.606449,-0.164152,0.777993,0
13.3352,-116.791,-46.266,-85.7731,0.53212,0.489541,0.524792,0.449213,-15.4817,-44.8935,-94.2782,0.602757,-0.174095,0.778701,0
13.3602,-116.793,-46.2664,-85.774,0.532131,0.489521,0.524804,0.449206,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.3842,-116.796,-46.2679,-85.7744,0.532133,0.489517,0.524809,0.449202,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.4101,-116.8,-46.269,-85.7745,0.532133,0.489537,0.5248,0.449192,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.4341,-116.81,-46.266,-85.7738,0.532141,0.48955,0.524802,0.449165,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.4591,-116.82,-46.262,-85.7715,0.532133,0.489592,0.5248,0.449133,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.4841,-116.826,-46.2611,-85.7708,0.532107,0.489639,0.524795,0.449117,-15.315,-44.5219,-94.1863,0.603274,-0.173004,0.778543,0
13.5101,-116.821,-46.2625,-85.7771,0.5321,0.489631,0.524797,0.449133,-14.0219,-44.0518,-94.7599,0.600362,-0.186781,0.777611,0
13.535,-116.816,-46.2608,-85.7792,0.532096,0.489643,0.524788,0.449134,-13.6889,-44.1305,-94.8633,0.600586,-0.187838,0.777183,0
13.5599,-116.817,-46.2626,-85.7791,0.532095,0.489672,0.524779,0.449113,-13.5155,-43.9483,-94.9138,0.600569,-0.189643,0.776758,0
13.5849,-116.821,-46.2631,-85.7774,0.532102,0.489686,0.524782,0.449087,-13.2757,-43.9785,-94.9537,0.600111,-0.192164,0.776492,0
13.6099,-116.824,-46.2619,-85.7765,0.532111,0.48969,0.524785,0.44907,-13.019,-43.9126,-95.077,0.600489,-0.193198,0.775943,0
13.6349,-116.823,-46.2631,-85.7778,0.53211,0.489699,0.524776,0.449071,-12.8607,-43.7584,-95.0933,0.600163,-0.196287,0.77542,0
13.6598,-116.824,-46.2635,-85.7786,0.5321,0.489695,0.524782,0.449081,-12.5605,-43.7586,-95.2144,0.600669,-0.198043,0.774581,0
13.6848,-116.819,-46.2668,-85.7778,0.532086,0.489687,0.524784,0.449102,-12.1809,-43.7609,-95.7437,0.602099,-0.200575,0.772818,0
13.7098,-116.815,-46.2703,-85.7793,0.532081,0.489661,0.52479,0.449129,-12.4546,-43.5477,-98.2164,0.60076,-0.209371,0.771525,0
13.7348,-116.81,-46.273,-85.7774,0.532098,0.489636,0.524787,0.449141,-12.015,-43.0705,-95.8041,0.601297,-0.202748,0.772875,0
13.7598,-116.807,-46.2733,-85.7778,0.532122,0.489624,0.524775,0.449138,-11.2782,-43.368,-95.4838,0.604217,-0.203848,0.770304,0
13.7848,-116.809,-46.2705,-85.7782,0.532133,0.489646,0.524758,0.449124,-11.3448,-43.5235,-95.5358,0.602903,-0.206713,0.77057,0
13.8097,-116.812,-46.2687,-85.777,0.53213,0.489668,0.524747,0.449115,-11.1091,-43.395,-95.5158,0.603417,-0.208751,0.769617,0
13.8347,-116.811,-46.2678,-85.7772,0.532138,0.489666,0.52474,0.449115,-10.8983,-43.3139,-95.5031,0.603587,-0.211307,0.768786,0
13.8597,-116.809,-46.2697,-85.7773,0.532146,0.489657,0.524739,0.449118,-10.6715,-43.2884,-95.6768,0.603775,-0.214012,0.76789,0
13.8847,-116.807,-46.2657,-85.7766,0.53218,0.489628,0.524739,0.449108,-10.6453,-43.0574,-95.7154,0.603254,-0.21756,0.767302,0
13.9096,-116.808,-46.2644,-85.7751,0.532207,0.489624,0.524727,0.449093,-10.4465,-42.8686,-95.8,0.603766,-0.22058,0.766036,0
13.9346,-116.81,-46.2625,-85.7747,0.532229,0.489629,0.524711,0.449081,-10.0747,-42.9409,-95.825,0.604382,-0.222474,0.765002,0
13.9596,-116.809,-46.2606,-85.7744,0.532248,0.489626,0.524696,0.449081,-9.80697,-42.8572,-95.8665,0.604969,-0.2253,0.76371,0
13.9846,-116.81,-46.2601,-85.7754,0.532246,0.489628,0.524691,0.449085,-9.55405,-42.7549,-95.9127,0.605418,-0.227933,0.762572,0
14.0095,-116.811,-46.2624,-85.7758,0.532227,0.489643,0.524688,0.449095,-9.36126,-42.6781,-96.0183,0.605602,-0.230897,0.761533,0
14.0345,-116.81,-46.2651,-85.7768,0.532239,0.489603,0.524694,0.449118,-9.12016,-42.6127,-96.0436,0.606234,-0.233403,0.760266,0
14.0596,-116.809,-46.2649,-85.7801,0.532258,0.489572,0.524688,0.449136,-8.92566,-42.4781,-96.0601,0.606624,-0.236298,0.759059,0
14.0845,-116.81,-46.2649,-85.7792,0.532258,0.489586,0.524671,0.449141,-8.72203,-42.3772,-96.2391,0.606951,-0.23957,0.757771,0
14.1094,-116.812,-46.2629,-85.7776,0.532259,0.48962,0.524646,0.449132,-8.47275,-42.3012,-96.2275,0.607441,-0.242037,0.756594,0
14.1344,-116.813,-46.2629,-85.7762,0.532251,0.489646,0.524634,0.449127,-8.38458,-41.4268,-97.11,0.608279,-0.247613,0.754111,0
14.1594,-116.808,-46.2622,-85.7766,0.532236,0.489686,0.524607,0.449132,-6.72485,-41.2784,-100.206,0.61388,-0.25098,0.748438,0
14.1844,-116.799,-46.2622,-85.7793,0.532246,0.48968,0.524595,0.449142,-7.782,-41.7669,-96.8405,0.60912,-0.252202,0.751909,0
14.2094,-116.797,-46.2629,-85.7806,0.532253,0.489672,0.524595,0.449142,-7.5576,-41.918,-96.4436,0.609295,-0.253504,0.751329,0
14.2343,-116.797,-46.2632,-85.7817,0.532279,0.48964,0.524603,0.449136,-7.32411,-41.8191,-96.5172,0.609885,-0.256634,0.749786,0
14.2593,-116.8,-46.2607,-85.7813,0.532302,0.489644,0.524603,0.449105,-7.06518,-41.7089,-96.4887,0.610467,-0.259992,0.748154,0
14.2843,-116.801,-46.2574,-85.7814,0.532314,0.489659,0.524605,0.449071,-7.37882,-40.8022,-96.2267,0.607368,-0.273121,0.745995,0
14.3083,-116.799,-46.2576,-85.7814,0.53233,0.489643,0.52462,0.449054,-7.37882,-40.8022,-96.2267,0.607368,-0.273121,0.745995,0
14.3343,-116.796,-46.256,-85.7817,0.532346,0.48963,0.524629,0.449039,-6.73375,-41.2898,-96.4695,0.611318,-0.269874,0.743948,0
14.3592,-116.796,-46.257,-85.7835,0.532345,0.489629,0.524638,0.44903,-6.20275,-41.2624,-96.7893,0.613271,-0.272643,0.741326,0
14.3842,-116.796,-46.2565,-85.7838,0.532341,0.489653,0.524636,0.449009,-5.95749,-41.1677,-96.9099,0.613793,-0.276931,0.739302,0
14.4092,-116.8,-46.2561,-85.784,0.532338,0.489668,0.524644,0.448988,-6.5693,-41.2697,-96.9248,0.61088,-0.281249,0.740084,0
14.4341,-116.804,-46.2549,-85.7809,0.532318,0.489701,0.524645,0.448976,-5.9006,-41.1951,-96.7808,0.613371,-0.28267,0.737478,0
14.4591,-116.803,-46.2556,-85.7807,0.532306,0.489715,0.524642,0.448978,-5.26898,-40.846,-97.0504,0.615592,-0.285491,0.734535,0
14.4841,-116.803,-46.2558,-85.7789,0.532284,0.489733,0.524641,0.448986,-5.36802,-40.5879,-97.5289,0.614,-0.291498,0.733507,0
14.509,-116.804,-46.2563,-85.7795,0.53227,0.489735,0.524642,0.448997,-4.91126,-40.5653,-97.0938,0.61691,-0.293427,0.730289,0
14.5341,-116.804,-46.258,-85.7771,0.532247,0.489748,0.524642,0.449012,-4.74447,-40.446,-97.0528,0.617085,-0.297091,0.728658,0
14.559,-116.805,-46.2571,-85.7756,0.532218,0.489792,0.524623,0.44902,-4.48818,-40.3628,-97.1349,0.618031,-0.299814,0.726739,0
14.584,-116.804,-46.2591,-85.7747,0.532205,0.48979,0.524622,0.449039,-4.31733,-40.2146,-97.1579,0.618355,-0.30373,0.724835,0
14.609,-116.803,-46.26,-85.7753,0.532204,0.489786,0.524621,0.449046,-4.0916,-40.0901,-97.2243,0.619266,-0.306816,0.722754,0
14.634,-116.802,-46.2614,-85.7755,0.532204,0.489783,0.524618,0.449052,-3.87092,-39.9708,-97.2684,0.620266,-0.309828,0.720608,0
14.6589,-116.803,-46.2622,-85.7742,0.532219,0.489742,0.524637,0.449057,-3.6244,-39.8326,-97.2983,0.621786,-0.31233,0.718215,0
14.6839,-116.802,-46.2645,-85.774,0.532229,0.489728,0.524638,0.449059,-3.37881,-39.7522,-97.2364,0.623898,-0.313624,0.715815,0
14.7088,-116.807,-46.2641,-85.7716,0.532213,0.489763,0.524629,0.449049,-3.19221,-39.6523,-97.2268,0.625208,-0.315998,0.713625,0
14.7339,-116.809,-46.2644,-85.7718,0.532194,0.48979,0.524621,0.449052,-2.97318,-39.5049,-97.2659,0.626182,-0.3192,0.711342,0
14.7588,-116.811,-46.2673,-85.7719,0.532172,0.489781,0.524627,0.449082,-2.73304,-39.3752,-97.3342,0.62718,-0.32238,0.709025,0
14.7838,-116.81,-46.2686,-85.7718,0.532148,0.489764,0.524631,0.449124,-2.53386,-39.2481,-97.324,0.628115,-0.325515,0.706762,0
14.8088,-116.81,-46.2729,-85.7716,0.5321,0.489797,0.524621,0.449157,-2.32355,-39.0816,-97.3131,0.62994,-0.327413,0.704256,0
14.8338,-116.81,-46.2739,-85.7712,0.53205,0.489849,0.524601,0.449182,-2.45742,-38.6168,-97.631,0.630415,-0.332565,0.701411,0
14.8587,-116.809,-46.2766,-85.7716,0.53201,0.489855,0.5246,0.449224,-2.04408,-38.4608,-97.36,0.634048,-0.332091,0.698355,0
14.8837,-116.811,-46.2785,-85.7687,0.531978,0.489869,0.524595,0.449252,-1.613,-38.7956,-97.366,0.634459,-0.333332,0.69739,0
14.9087,-116.813,-46.2791,-85.7716,0.531946,0.489901,0.524583,0.44927,-1.36366,-38.6751,-97.391,0.635837,-0.335442,0.695119,0
14.9336,-116.813,-46.2775,-85.7722,0.531916,0.489937,0.52457,0.449281,-1.1483,-38.5633,-97.4663,0.636266,-0.339147,0.692925,0
14.9586,-116.808,-46.2742,-85.7745,0.531893,0.489975,0.52455,0.44929,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
14.9836,-116.798,-46.2702,-85.7747,0.531895,0.490003,0.524522,0.449291,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.0085,-116.788,-46.2674,-85.7759,0.531903,0.490023,0.524492,0.449293,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.0335,-116.783,-46.2648,-85.7767,0.53193,0.490021,0.52448,0.449278,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.0584,-116.777,-46.2612,-85.78,0.531959,0.490015,0.524466,0.449266,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.0834,-116.773,-46.2583,-85.7788,0.531982,0.490026,0.524456,0.449241,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.1084,-116.768,-46.2529,-85.7783,0.532015,0.490024,0.524446,0.449214,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.1335,-116.764,-46.2514,-85.7775,0.532044,0.490014,0.524442,0.449196,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.1574,-116.763,-46.2516,-85.7779,0.532065,0.489992,0.524445,0.449191,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.1824,-116.76,-46.2509,-85.7781,0.532092,0.489966,0.524444,0.449188,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.2074,-116.757,-46.2519,-85.7778,0.532107,0.489931,0.524449,0.449202,-1.78211,-38.0269,-96.3031,0.634892,-0.343495,0.692043,0
15.2334,-116.759,-46.254,-85.777,0.532102,0.489923,0.52446,0.449206,1.10801,-36.9642,-97.0088,0.649007,-0.370843,0.664278,0
